data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7164824,152,CHI4034,4034,"15 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Maule,Talca,Talca,Talca,-35.4264,-71.6554,1,"El Centro",Subnational,"On 15 July 2020, in Talca, Maule region, nearly 50 citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Police forces used water cannons to disperse the group. Sources reported clashes between police and demonstrators, but no specific episode was mentioned. [size=nearly 50]",0,1595282747,CHL
7164854,152,CHI4038,4038,"15 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Valparaiso,Valparaiso,"Vina del Mar","Vina del Mar",-33.0246,-71.5518,1,"El Mercurio Valparaiso",Subnational,"On 15 July 2020, in Vina del Mar, Valparaiso region, citizens staged a demonstration against the government and to celebrate the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Demonstrators built and set on fire barricades across the streets while some pot-banging demonstrations were also reported. [size=no report]",0,1595282747,CHL
7164673,152,CHI3990,3990,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Metropolitana,Santiago,Independencia,Independencia,-33.4145,-70.6656,1,"El Dia (Chile); Biobio Chile",National,"On 14 July 2020, in Independencia, Metropolitana, citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. There were reports of violence, but no specific episode was mentioned. [size=no report]",0,1595282746,CHL
7164674,152,CHI3996,3996,"14 July 2020",2020,1,"Strategic developments","Looting/property destruction","Mapuche Indigenous Militia (Chile)",,4,"Civilians (Chile)","Labour Group (Chile)",7,47,"South America",Chile,Biobio,Biobio,Mulchen,Mulchen,-37.7189,-72.241,1,"Biobio Chile; Austral Temuco",Subnational-National,"On 14 July 2020, in Mulchen, Biobio region, a group of suspected indigenous militiamen set on fire five trucks and a pick-up truck that belonged to a logging company. There have been several attacks in the Araucania region perpetrated by indigenous groups who demand land rights. No people were reported injured or killed. Graffito demanding the release of arrested Mapuche individuals were found near the area.",0,1595282746,CHL
7164675,152,CHI4002,4002,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Metropolitana,Santiago,"Quinta Normal","Quinta Normal",-33.4419,-70.679,1,"Biobio Chile; El Dia (Chile)",National,"On 14 July 2020, in Quinta Normal, Metropolitana, citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. There were reports of violence, but no specific episode was mentioned. [size=no report]",0,1595282746,CHL
7164676,152,CHI4007,4007,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Valparaiso,"San Felipe","San Felipe","San Felipe",-32.7497,-70.7258,1,"Biobio Chile; El Mercurio Valparaiso",Subnational-National,"On 14 July 2020, in San Felipe, Valparaiso region, citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Demonstrators set barricades and burned down a bus of public service. Police Forces tried to disperse the group. Meanwhile, other sources reported pot-banging demonstrations. [size=no report]",0,1595282746,CHL
7164677,152,CHI4011,4011,"14 July 2020",2020,1,"Strategic developments","Looting/property destruction","Indigenous Militia (Chile)",,4,"Civilians (Chile)","Students (Chile); Teachers (Chile)",7,47,"South America",Chile,Biobio,Arauco,Tirua,Tirua,-38.3418,-73.4915,2,"El Sur; Austral Temuco; La Estrella Concepcion",Subnational-National,"On 14 July 2020, in the road that connects Tirua and Canete, Biobio region, suspected indigenous militiamen set on fire a summer cottage and a local school. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. No people were reported injured or killed.",0,1595282746,CHL
7164678,152,CHI4012,4012,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,"24 Horas (Chile); Biobio Chile",National,"On 14 July 2020, in Valparaiso, Valparaiso region, citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Demonstrators set barricades on fire and clashed against police forces. Meanwhile, other sources reported pot-banging demonstrations. [size=no report]",0,1595282746,CHL
7164692,152,CHI3992,3992,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Metropolitana,Santiago,"La Pintana","La Pintana",-33.5833,-70.6342,1,"24 Horas (Chile)",National,"On 14 July 2020, in La Pintana, Metropolitana, citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Demonstrators built and set on fire barricades across the streets. [size=no report]",0,1595282747,CHL
7164693,152,CHI3984,3984,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,"Cerro Navia","Cerro Navia",-33.4228,-70.7355,1,"24 Horas (Chile)",National,"On 14 July 2020, in Cerro Navia, Metropolitana, demonstrators attacked a police station. The group demanded the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164694,152,CHI3995,3995,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,Maipu,Maipu,-33.5142,-70.7651,1,"24 Horas (Chile)",National,"On 14 July 2020, in Maipu, Metropolitana, a group of demonstrators attacked a police station. The group demanded the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164695,152,CHI4008,4008,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Metropolitana,Santiago,"San Miguel","San Miguel",-33.4917,-70.6571,1,"24 Horas (Chile)",National,"On 14 July 2020, in San Miguel, Metropolitana, citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Demonstrators built and set on fire barricades across the streets. [size=no report]",0,1595282747,CHL
7164696,152,CHI3999,3999,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,Penalolen,Penalolen,-33.4684,-70.5341,1,"24 Horas (Chile)",National,"On 14 July 2020, in Penalolen, Metropolitana, a group of demonstrators attacked a police station. The group demanded the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164697,152,CHI3989,3989,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,Huechuraba,Huechuraba,-33.3615,-70.6331,1,"24 Horas (Chile)",National,"On 14 July 2020, in Huechuraba, Metropolitana, a group of demonstrators attacked a police station. The group demanded the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164698,152,CHI3997,3997,"14 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Metropolitana,Santiago,Nunoa,Nunoa,-33.4474,-70.5828,1,"24 Horas (Chile)",National,"On 14 July 2020, in Nunoa, Metropolitana, citizens staged a pot-banging protest in support of a bill that would allow workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164699,152,CHI4000,4000,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,Pudahuel,Pudahuel,-33.4412,-70.7612,1,"24 Horas (Chile)",National,"On 14 July 2020, in Pudahuel, Metropolitana, a group of demonstrators attacked a police station. The group demanded the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164700,152,CHI3994,3994,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Metropolitana,Santiago,Macul,Macul,-33.4872,-70.5978,1,"24 Horas (Chile)",National,"On 14 July 2020, in Macul, Metropolitana, citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Demonstrators built and set on fire barricades across the streets. [size=no report]",0,1595282747,CHL
7164701,152,CHI3988,3988,"14 July 2020",2020,1,Riots,"Mob violence","Rioters (Chile)",,5,"Police Forces of Chile (2018-)","Civilians (Chile); Labour Group (Chile)",1,15,"South America",Chile,Metropolitana,Santiago,"Estacion Central","Estacion Central",-33.4546,-70.6823,1,"24 Horas (Chile)",National,"On 14 July 2020, in Estacion Central, Metropolitana, a group of approximately 15 rioters attempted to loot a local supermarket. The group clashed against the police forces of Chile. Four people were arrested. The event was reported amid demonstrations over the economic crisis due to the coronavirus pandemic. [size=approximately 15]",0,1595282747,CHL
7164702,152,CHI4004,4004,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Civilians (Chile)","Labour Group (Chile)",7,57,"South America",Chile,Metropolitana,Santiago,Recoleta,Recoleta,-33.4064,-70.6395,1,"24 Horas (Chile)",National,"On 14 July 2020, in Recoleta, Metropolitana, a group of demonstrators set on fire a bus of public transport. The group demanded the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164703,152,CHI3987,3987,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)","Civilians (Chile); Labour Group (Chile)",1,15,"South America",Chile,Metropolitana,Santiago,"Estacion Central","Estacion Central",-33.4546,-70.6823,1,"24 Horas (Chile)",National,"On 14 July 2020, in Estacion Central, Metropolitana, a group of demonstrators attacked a police station. The group demanded the approval of a bill that allows workers to receive a percentage of their pension retirement found to face the economic crisis amid the coronavirus pandemic. Sources reported several private businesses vandalized during the demonstration, including a car dealership. [size=no report]",0,1595282747,CHL
7164736,152,CHI3991,3991,"14 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Tarapaca,Iquique,Iquique,Iquique,-20.2133,-70.1503,3,"Biobio Chile",National,"On 14 July 2020, in the Tarapaca region, citizens staged a pot-banging protest in support of a bill that would allow workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164740,152,CHI3985,3985,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,Biobio,Concepcion,Chiguayante,Chiguayante,-36.9256,-73.0284,1,"Biobio Chile",Subnational,"On 14 July 2020, in Chiguayante, Biobio region, citizens demonstrated against the government. The group built and set on fire barricades across the streets. The motive for the demonstration was not mentioned, but the same day several rallies to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund amid coronavirus pandemic took place across the country. [size=no report]",0,1595282747,CHL
7164745,152,CHI3986,3986,"14 July 2020",2020,1,Riots,"Mob violence","Rioters (Chile)",,5,"Military Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,Conchali,Conchali,-33.3704,-70.635,1,"Biobio Chile",National,"On 14 July 2020, in Conchali, Metropolitana, a group of rioters clashed against military forces of Chile while attempting to loot a local supermarket. The event was reported amid demonstrations over the economic crisis due to the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164746,152,CHI4003,4003,"14 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,O'Higgins,Cachapoal,Rancagua,Rancagua,-34.1708,-70.7444,3,"Biobio Chile",National,"On 14 July 2020, in the O'Higgins region, citizens staged a pot-banging protest in support of a bill that would allow workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164747,152,CHI3993,3993,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Metropolitana,Santiago,"Las Condes","Las Condes",-33.3667,-70.4969,1,"Biobio Chile",National,"On 14 July 2020, in Las Condes, Metropolitana, citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. There were reports of violence and barricades but no specific episode was mentioned. [size=no report]",0,1595282747,CHL
7164748,152,CHI4010,4010,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Metropolitana,Santiago,"Santiago Centro",Santiago,-33.4569,-70.6483,1,"Biobio Chile",National,"On 14 July 2020, in Santiago, Metropolitana, a small group of citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement found to face the economic crisis amid the coronavirus pandemic. Demonstrators set barricades on fire. [size=small group]",0,1595282747,CHL
7164750,152,CHI4001,4001,"14 July 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,Biobio,Biobio,Quilleco,Quilleco,-37.4715,-71.8199,2,"Biobio Chile",Subnational,"Around 14 July 2020, near Quilleco, Biobio region, citizens protested against the traffic of heavy trucks through the streets. The group claimed that the permanent movements of trucks of local forest companies have deteriorated the pavement affecting the vehicles of residents and demanded reparations. [size=no report]",0,1595282747,CHL
7164751,152,CHI3998,3998,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,Nunoa,Nunoa,-33.4474,-70.5828,1,"Biobio Chile",National,"On 14 July 2020, in Nunoa, Metropolitana, nearly 50 citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Demonstrators set barricades on fire. Police used water cannons to disperse the group. [size=nearly 50]",0,1595282747,CHL
7164752,152,CHI4009,4009,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Metropolitana,Santiago,"San Ramon","San Ramon",-33.5378,-70.643,1,"Biobio Chile",National,"On 14 July 2020, in San Ramon, Metropolitana, citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. There were reports of violence and barricades but no specific episode was mentioned. [size=no report]",0,1595282747,CHL
7165011,152,CHI4005,4005,"14 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Valparaiso,"San Antonio","San Antonio","San Antonio",-33.5947,-71.6075,1,"Lider San Antonio",Subnational,"On 14 July 2020, in San Antonio, Valparaiso region, citizens staged a pot-banging protest in support of a bill that would allow workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282748,CHL
7165013,152,CHI4006,4006,"14 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Military Forces of Chile (2018-)",,1,15,"South America",Chile,Valparaiso,"San Antonio","San Antonio","San Antonio",-33.5947,-71.6075,1,"Lider San Antonio",Subnational,"On 14 July 2020, in San Antonio, Valparaiso region, nearly 20 citizens demonstrated to demand the approval of a bill that allows workers to receive a percentage of their pension retirement found to face the economic crisis amid the coronavirus pandemic. Demonstrators built and set on fire barricades across the streets in several areas of the city. Military forces reported 3 people arrested. [size=nearly 20]",0,1595282748,CHL
7164855,152,CHI4013,4013,"14 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Valparaiso,Valparaiso,"Vina del Mar","Vina del Mar",-33.0246,-71.5518,1,"El Mercurio Valparaiso",Subnational,"On 14 July 2020, in Vina del Mar, Valparaiso region, citizens staged a pot-banging protest in support of a bill that would allow workers to receive a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1595282747,CHL
7164981,152,CHI3978,3978,"13 July 2020",2020,1,"Strategic developments","Looting/property destruction","Indigenous Militia (Chile)",,4,"Civilians (Chile)","Labour Group (Chile)",7,47,"South America",Chile,Biobio,Arauco,Contulmo,Contulmo,-38.0156,-73.2299,2,"La Estrella Concepcion",Subnational,"On 13 July 2020, on Route P60r, near Contulmo, Biobio region, suspected indigenous militia set on fire two trucks of a logging company. Perpetrators threatened the drivers with guns, before setting the vehicles on fire. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. No people were reported injured or killed.",0,1595282748,CHL
7164738,152,CHI3979,3979,"13 July 2020",2020,1,Battles,"Armed clash","Indigenous Militia (Chile)",,4,"Police Forces of Chile (2018-)",,1,14,"South America",Chile,Biobio,Arauco,Contulmo,Contulmo,-38.0156,-73.2299,2,"Biobio Chile",Subnational,"On 13 July 2020, in the rural area of Contulmo, suspected indigenous militiamen and police forces of Chile clashed when the first ones did an arson attack on Route P60. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. No injured or killed were reported.",0,1595282747,CHL
7164739,152,CHI3980,3980,"13 July 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Metropolitana,Santiago,"La Pintana","La Pintana",-33.5833,-70.6342,1,"Biobio Chile",National,"Around 13 July 2020, in La Pintana, Metropolitana, nearly 80 business owners protested over an excessive number of street sellers in their area. The group claimed this has negatively impacted their income. The group gathered together near the City Hall to demand more regulations and police controls. [size=nearly 80]",0,1595282747,CHL
7164741,152,CHI3982,3982,"13 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,Valparaiso,"San Felipe","San Felipe","San Felipe",-32.7497,-70.7258,1,"Biobio Chile",National,"On 13 July 2020, in San Felipe, Valparaiso region, a group of citizens demonstrated over the lack of government support and food assistance to families affected by the coronavirus pandemic. The group demanded either economic support from the government or the reopening of the economy for less affluent citizens. Demonstrator built and set on fire barricades across the streets, while some pot-banging demonstrations were also registered in the commune. [size=no report]",0,1595282747,CHL
7164742,152,CHI3983,3983,"13 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,"Biobio Chile",National,"On 13 July 2020, in Valparaiso, Valparaiso region, citizens staged a demonstration over the government handling of the coronavirus pandemic. Demonstrators demanded either economic support from the government or the reopening of the economy for less affluent citizens. Police used tear gas and water cannons to disperse the group when barricades were built. [size=no report]",0,1595282747,CHL
7164820,152,CHI3981,3981,"13 July 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Los Lagos",Osorno,"Puerto Octay","Puerto Octay",-40.9768,-72.8801,1,"El Austral Osorno",Subnational,"Around 13 July 2020 (as reported), in Puerto Octay, Los Lagos region, citizens protested over the poor infrastructure of the local hospital. The group demanded improvements in the structure and the management of the institution. [size=no report]",0,1595282747,CHL
7165012,152,CHI3977,3977,"12 July 2020",2020,1,Riots,"Mob violence","Rioters (Chile)",,5,"Military Forces of Chile (2018-)",,1,15,"South America",Chile,Valparaiso,"San Antonio","San Antonio","San Antonio",-33.5947,-71.6075,1,"Lider San Antonio",Subnational,"On 12 July 2020, in San Antonio, Valparaiso region, a group of between 10 to 15 individuals attacked a military unit that attempted to reinforce the laws created over the coronavirus pandemic. The group threw rocks at the officers to demand the release of two people previously arrested for breaking quarantine measures. An undetermined number of people were arrested. [size=between 10 to 15]",0,1595282748,CHL
7158638,152,CHI3973,3973,"10 July 2020",2020,2,Riots,"Violent demonstration","Rioters (Chile)","Mapuche Indigenous Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Biobio,Arauco,Lebu,Lebu,-37.6096,-73.6488,1,"La Estrella Concepcion",Subnational,"Around 10 July 2020, in Lebu, Biobio region, a group of indigenous Mapuche people and Police Forces of Chile clashed during a demonstration. Members of the Mapuche community staged a rally to demand the release of arrested Mapuche activists. The group claimed the prisoners are innocent and charges are part of political persecution against activists. [size=no report]",0,1594679634,CHL
7158412,152,CHI3972,3972,"10 July 2020",2020,1,"Strategic developments","Looting/property destruction","Mapuche Indigenous Militia (Chile)",,4,"Civilians (Chile)","Labour Group (Chile)",7,47,"South America",Chile,Araucania,Cautin,Freire,Freire,-38.9525,-72.6265,2,"Biobio Chile; Austral Temuco",Subnational-National,"On 10 July 2020, in the rural area of Freire, Araucania region, a group of 10 to 12 suspected indigenous militiamen raided the headquarters of two different industrial farming companies. The facilities were located within four kilometers of distance from each other. The group set on fire heavy equipment, a warehouse, and a house. There have been several attacks in the Araucania region perpetrated by indigenous groups who demand land rights. Pamphlets demanding the release of arrested Mapuche individuals and the return of ancestral land to the communities were found.",0,1594679633,CHL
7158431,152,CHI3975,3975,"10 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,"Biobio Chile",National,"On 10 July 2020, in Valparaiso, Valparaiso region, a group of citizens demonstrated over the lack of government support and food assistance to families affected by the coronavirus pandemic. The group demanded either economic support from the government or the reopening of the economy for less affluent citizens. Demonstrator built and set on fire barricades across the streets. [size=no report]",0,1594679633,CHL
7158433,152,CHI3974,3974,"10 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Mapuche Indigenous Group (Chile)",5,,,0,50,"South America",Chile,"Los Lagos",Osorno,Osorno,Osorno,-40.574,-73.1335,2,"Biobio Chile",National,"On 10 July 2020, in the rural area of Osorno, Los Lagos region, a group of demonstrators demanded the release of arrested Mapuche individuals and the return of ancestral land to the communities. The group cut two large trees and used the logs to block the roads. [size=no report]",0,1594679633,CHL
7164735,152,CHI3976,3976,"09 July 2020",2020,1,"Violence against civilians",Attack,"Police Forces of Chile (2018-)",,1,"Civilians (Chile)",,7,17,"South America",Chile,Antofagasta,"El Loa",Calama,Calama,-22.4567,-68.9237,1,"Biobio Chile",National,"On 9 July 2020, in Calama, Antofagasta region, two civilians reported that a police officer beat them up while being under police custody. According to the victims, the officer attacked them inside the prison when the victims were handcuffed for breaking quarantine measures.",0,1595282747,CHL
7158672,152,CHI3971,3971,"09 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Peru)",,6,,,0,60,"South America",Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,"Mercurio Antofagasta",Subnational,"On 9 July 2020, In Antofagasta, Antofagasta region, a group of Peruvian migrants protested over the lack of support to return to their country. The group got stranded after several countries shut down their borders due to the coronavirus pandemic. The group staged a protest near the bus terminal. [size=no report]",0,1594679634,CHL
7158524,152,CHI3970,3970,"07 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Los Lagos",Llanquihue,Calbuco,Calbuco,-41.7719,-73.1333,2,"El Llanquihue",Subnational,"On 7 July 2020, in the Puluqui Island, near Calbuco, Los Lagos region, a group of citizens protested against the lack of measures to prevent the spread of the coronavirus. The group demands the reinforcement of curfew measures in the break of the pandemic. Residents blocked for several hours the main entrance to the harbor that connects the island with the mainland. [size=no report]",0,1594679634,CHL
7158411,152,CHI3965,3965,"06 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Araucania,Malleco,Collipulli,Collipulli,-37.9545,-72.4344,2,"El Mercurio (Chile); Biobio Chile",National,"On 6 July 2020, in Route 5 near Collipulli, Araucania, nearly 50 workers of local companies protested against the increasing number of attacks of suspected militiamen registered in the area. The group demanded more security measures to work including the deployment of additional police and military troops to patrol the area. Protesters blocked the Malleco bridge for several hours. A second report claimed there were nearly 100 protesters in the event. [size=nearly 50]",0,1594679633,CHL
7158673,152,CHI3964,3964,"06 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,"Mercurio Antofagasta",Subnational,"On 6 July 2020, in Antofagasta, Antofagasta region, fruits and vegetable sellers did a motorcade to protest over lack of financial support during the coronavirus pandemic. The group claimed the strict regulation amidst the coronavirus pandemic has affected their income and demanded government measures to mitigate the economic crisis. [size=no report]",0,1594679634,CHL
7158430,152,CHI3969,3969,"06 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,"Biobio Chile",National,"On 6 July 2020, in Valparaiso, Valparaiso region, a group of citizens protested over the lack of government support and food assistance to families affected by the coronavirus pandemic. The group demanded either economic support from the government or the reopening of the economy for less affluent citizens. [size=no report]",0,1594679633,CHL
7158432,152,CHI3967,3967,"06 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Mapuche Indigenous Group (Chile)",6,,,0,60,"South America",Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,"Biobio Chile",National,"On 6 July 2020, in Temuco, Araucania region, a group of nearly 60 indigenous Mapuche people protested against the arrest of Mapuche activists. The group demanded the release of arrested Mapuche activists and other members of the community. They claimed the prisoners are innocent and charges are part of political persecution against activists. [size=nearly 60]",0,1594679633,CHL
7158514,152,CHI3966,3966,"06 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Coquimbo,Elqui,Coquimbo,Coquimbo,-29.9533,-71.3395,1,"El Dia (Chile)",National,"On 6 July 2020, in Coquimbo, Coquimbo region, sanitation workers protested against delays in payment of their wages. The group urged municipal authorities to pay the debts and stopped all activities for at least 4 days. [size=no report]",0,1594679634,CHL
7158525,152,CHI3968,3968,"06 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,"El Mercurio Valparaiso",Subnational,"On 6 July 2020, in Valparaiso, Valparaiso region, sanitation workers protested against changes in their work contracts after the announcement that workers will be directly contracting with the municipality instead of the union. The group claimed this decision would jeopardize the future of the workers' organization and demanded to keep with the current working conditions. [size=no report]",0,1594679634,CHL
