data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7409167,152,CHI6495,6495,"11 December 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,,,0,50,"South America",Chile,Biobio,Arauco,Arauco,"Mocha Island",-38.3807,-73.9112,1,"El Sur; Biobio Chile",Subnational,"On 11 December 2020, in Mocha Island, Biobio region, nearly 15 residents demonstrated against the arrival of tourists to the island. The group burned wood on the airstrip and demanded restricted access for non-residents, alluding to measures to prevent the spread of coronavirus in the area. Additionally, the group claimed the island lacks the infrastructure to receive tourists. [size=nearly 15]",0,1607982441,CHL
7409168,152,CHI6496,6496,"11 December 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)","Civilians (Chile); Labour Group (Chile)",1,15,"South America",Chile,Metropolitana,Santiago,"Santiago Centro",Santiago,-33.4569,-70.6483,1,"Biobio Chile; 24 Horas (Chile)",National,"On 11 December 2020, in Santiago, Metropolitana region, a little more than 100 citizens staged an anti-government demonstration. The group demanded the release of citizens arrested during the political unrest of October 2019. Police forces used tear gas and water cannons to disperse the group, while demonstrators threw rocks and other objects against officers, and built barricades across the streets. A bank and a local store were looted by a group of rioters. Police arrested 18 people. One demonstrator lost eyesight after a pellet impacted his head. [size=a little more than 100]",0,1607982441,CHL
7409513,152,CHI6493,6493,"11 December 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Afro-Chilean Ethnic Group (Chile)",6,,,0,60,"South America",Chile,"Arica y Parinacota",Arica,Arica,Arica,-18.4746,-70.2979,1,"La Estrella Arica",Subnational,"Around 11 December 2020, in Arica, Arica y Parinacota region, Afro-Chilean people protested over the designation of seats for this community to draft the new constitution. The group protested near the city hall to demand the assignation of seats for members of this community. [size=no report]",0,1607982444,CHL
7409341,152,CHI6494,6494,"11 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,Coquimbo,Elqui,"La Serena","La Serena",-29.9045,-71.2489,1,"El Dia (Chile)",National,"On 11 December 2020, in La Serena, Coquimbo region, hundreds of families protested over a housing crisis in the commune. The group marched through the city to demand their right to access decent housing and criticized excessive delays in the construction of new social housing projects. [size=hundreds of families]",0,1607982442,CHL
7409164,152,CHI6488,6488,"10 December 2020",2020,1,"Strategic developments","Looting/property destruction","Indigenous Militia (Chile)",,4,"Civilians (Chile)","Labour Group (Chile)",7,47,"South America",Chile,Biobio,Arauco,Canete,Canete,-37.8,-73.3833,2,"El Sur; La Estrella Concepcion; El Mercurio (Chile)",Subnational-National,"On 10 December 2020, in the rural area of Canete, Biobio region, suspected indigenous militiamen set on fire a hotel, a private house, one warehouse, and several vehicles near the Lanalhue Lake. Perpetrators threatened people that were in the area at the moment of the attack. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. No injuries were reported",0,1607982441,CHL
7409165,152,CHI6490,6490,"10 December 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)","Civilians (Chile); Labour Group (Chile)",1,15,"South America",Chile,Metropolitana,Santiago,"Estacion Central","Estacion Central",-33.4546,-70.6823,1,"24 Horas (Chile); La Estrella Del Loa; La Nacion (Chile)",National,"On 10 December 2020, in Estacion Central, Metropolitana region, citizens staged a demonstration and blocked the traffic in Alameda avenue. Police forces used tear gas and water cannons to disperse the group. A group of between 20 to 30 demonstrators set fire to four busses of public service. Demonstrators demanded the release of citizens arrested during the political unrest of October 2019. Police arrested 9 people, while a second source claimed in total 17 people were arrested. [size=between 20 to 30]",0,1607982441,CHL
7409166,152,CHI6491,6491,"10 December 2020",2020,1,"Violence against civilians",Attack,"Mapuche Indigenous Militia (Chile)",,4,"Civilians (Chile)","Labour Group (Chile)",7,47,"South America",Chile,Araucania,Cautin,Tolten,"Nueva Tolten",-39.1775,-73.1638,2,"Biobio Chile; El Austral Temuco",Subnational-National,"On 10 December 2020, in the rural area of Nueva Tolten, Araucania region, a group of suspected indigenous militiamen set fire to several pieces of machinery that belong to a logging company in the area San Jorge Los Boldos. Perpetrators raided the area and shot at workers and subsequently burned the machines. Pamphlets connecting the attack to Mapuche indigenous people were found in the area. One worker was reported injured.",0,1607982441,CHL
7409243,152,CHI6492,6492,"10 December 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,"Santiago Centro",Santiago,-33.4569,-70.6483,1,"Biobio Chile",National,"On 10 December 2020, in Santiago, Metropolitana region, citizens staged a demonstration near the Ministry of Education. Police forces used tear gas and water cannons to disperse the group, while demonstrators used rocks and other objects against officers. A bus stop was set on fire by demonstrators. The group demanded the release of citizens arrested during the political unrest of October 2019. [size=no report]",0,1607982441,CHL
7409340,152,CHI6489,6489,"10 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Women (Chile)",6,,,0,60,"South America",Chile,Coquimbo,Elqui,Coquimbo,Coquimbo,-29.9533,-71.3395,1,"El Dia (Chile)",National,"On 10 December 2020, in Coquimbo, Coquimbo region, women and feminist organizations protested against gender-based violence. The group marched through the streets to demand justice for the victims in a femicide case. [size=no report]",0,1607982442,CHL
7409162,152,CHI6484,6484,"09 December 2020",2020,1,"Strategic developments","Looting/property destruction","Mapuche Indigenous Militia (Chile)",,4,"Civilians (Chile)","Labour Group (Chile)",7,47,"South America",Chile,Biobio,Arauco,Canete,Antiquina,-38.0709,-73.3939,1,"La Estrella Concepcion; El Sur; El Mercurio (Chile)",Subnational-National,"On 9 December 2020, in Antiquina, Biobio region, a group of 50 suspected indigenous militiamen set fire to a truck loaded with liquified gas. The armed men forced the driver out of the vehicle. Subsequently, they used the vehicle to block the road that connects Canete and Tirua. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights and the release of arrested Mapuche individuals. No injured were reported.",0,1607982441,CHL
7409163,152,CHI6485,6485,"09 December 2020",2020,1,"Strategic developments","Looting/property destruction","Indigenous Militia (Chile)",,4,"Civilians (Chile)","Labour Group (Chile)",7,47,"South America",Chile,Biobio,Arauco,Contulmo,Contulmo,-38.0156,-73.2299,2,"El Mercurio (Chile); El Sur; La Estrella Concepcion",Subnational-National,"On 9 December 2020, in the rural area of Contulmo, Biobio region, a group of suspected indigenous militiamen stole a pick-up truck that belonged to an environmental NGO. The victims, workers of the mentioned organization, were forced off the vehicle by the armed men, who later set fire to the car near the route P60. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. No injured were reported.",0,1607982441,CHL
7409242,152,CHI6487,6487,"09 December 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Health Workers (Chile)",6,,,0,60,"South America",Chile,Biobio,Concepcion,Tome,Tome,-36.6175,-72.9559,1,"Biobio Chile",Subnational,"Around 9 December 2020 (from 4 - 9 December), In Tome, Biobio region, hospital workers protested over the dismissal of several of their colleagues. The group demanded work security and the renovation of the work contract for all the personal of the hospital. [size=no report]",0,1607982441,CHL
7409322,152,CHI6486,6486,"09 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Los Lagos",Osorno,Osorno,Osorno,-40.574,-73.1335,1,"El Austral Osorno",Subnational,"On 9 December 2020, in Osorno, Los Lagos region, citizens protested over a housing crisis in the commune. The group demanded their right to access decent housing and criticized excessive delays in the construction of current projects. Protesters gathered during a visit of the minister for housing and urban development in the city. [size=no report]",0,1607982442,CHL
7409161,152,CHI6482,6482,"08 December 2020",2020,1,"Violence against civilians",Attack,"CAM: Coordination Arauco Malleco",,3,"Civilians (Chile)","Labour Group (Chile)",7,37,"South America",Chile,"Los Lagos",Osorno,"San Juan de la Costa","San Juan de la Costa",-40.5166,-73.4,2,"El Austral Osorno; El Austral Valdivia",Subnational-National,"On 8 December 2020, in the rural area of San Juan de La Costa, Los Lagos region, a group of four suspected indigenous militiamen set fire to four vehicles that belonged to a local logging company located on a plot of land in the Punotro Alto area. Perpetrators beat up a worker who was on the property and fired shots into the air several times to intimidate the operator. Pamphlets found in the area connected the attack to the CAM.",0,1607982440,CHL
7409241,152,CHI6483,6483,"08 December 2020",2020,1,Battles,"Armed clash","Indigenous Militia (Chile)",,4,"Police Forces of Chile (2018-)",,1,14,"South America",Chile,Biobio,Arauco,Tirua,Tirua,-38.3418,-73.4915,2,"Biobio Chile",Subnational,"On 8 December 2020, in the rural area of Tirua, Biobio region, suspected indigenous militiamen opened fire against a police unit that was driving in the km 45 of route P72S. No officers were reported injured.",0,1607982441,CHL
7409524,152,CHI6481,6481,"08 December 2020",2020,1,Protests,"Protest with intervention","Protesters (Chile)",,6,"Police Forces of Chile (2018-)",,1,16,"South America",Chile,Metropolitana,Melipilla,Curacavi,Curacavi,-33.4008,-71.1241,2,"La Nacion (Chile)",National,"On 8 December 2020, on Route 68 near Curacavi, Metropolitana region, a group of citizens blocked the traffic on the highway for several hours to protest. The group was dispersed by police forces. The reason for the protest was not mentioned in the reports. [size=no report]",0,1607982444,CHL
7409240,152,CHI6480,6480,"07 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,Biobio,Concepcion,Hualqui,Hualqui,-36.9727,-72.9356,1,"Biobio Chile",Subnational,"On 7 December 2020, in Hualqui, Biobio region, residents protested against delays in the police investigation for a case of disappearance. The victim disappeared while hiking on the banks near the Biobio river. Citizens organized a candle vigil to demand advances in the search operation. [size=no report]",0,1607982441,CHL
7330513,152,CHI4961,4961,"05 December 2020",2020,1,Riots,"Mob violence","Rioters (Chile)","Vigilante Group (Chile)",5,"Civilians (Chile)",,7,57,"South America",Chile,Metropolitana,Cordillera,"Puente Alto","Puente Alto",-33.6183,-70.5899,1,"Biobio Chile",National,"On 5 December 2020, in Puente Alto, Metropolitana, a group of rioters attacked a man that allegedly robbed a woman. Perpetrators tightened and beat up the victim. The man died due to the severity of the injuries. [size=no report]",1,1607377428,CHL
7409366,152,CHI6479,6479,"05 December 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Mapuche Indigenous Group (Chile)",5,"Civilians (Chile)","Labour Group (Chile); Farmers (Chile)",7,57,"South America",Chile,Araucania,Malleco,Collipulli,Collipulli,-37.9545,-72.4344,2,"El Mercurio (Chile)",National,"On 5 December 2020, in the rural area of Collipulli, Araucania region, Mapuche indigenous people demonstrated to demand the return of the so-called ancestral lands to the Mapuche community. The group blocked with barricades the access of workers at the crop fields located in the disputed areas. [size=no report]",0,1607982442,CHL
7330455,152,CHI4959,4959,"04 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,"Los Lagos",Llanquihue,"Puerto Montt","Puerto Montt",-41.4693,-72.9424,1,"El Llanquihue; Biobio Chile",Subnational-National,"On 4 December 2020, in Puerto Montt, Los Lagos region, workers of food delivery apps protested against the poor working conditions of the group. The group gathered to demand social security rights and more security to perform their work. The protest followed the death of one member of the group killed in a traffic accident. [size=no report]",0,1607377428,CHL
7330456,152,CHI4960,4960,"04 December 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)","Civilians (Chile); Labour Group (Chile)",1,15,"South America",Chile,Metropolitana,Santiago,"Santiago Centro",Santiago,-33.4569,-70.6483,1,"24 Horas (Chile); Biobio Chile",National,"On 4 December 2020, in Santiago, Metropolitana, demonstrators demanded the release of people arrested during the political unrest of 2019. Groups of citizens blocked the traffic with barricades, vandalized a bus of public service and threw stones against police officers. Police forces attempted to disperse the group with tear gas and water cannons. 21 people were arrested and ten police officers were reported injured. [size=no report]",0,1607377428,CHL
7330788,152,CHI4958,4958,"03 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Arica y Parinacota",Arica,Arica,Arica,-18.4746,-70.2979,1,"La Estrella Arica",Subnational,"On 3 December 2020, in Arica, Arica y Parinacota region, citizens protested against the eviction of a group of people from private property. Protesters demanded more housing as a condition to leave the area. [size=no report]",0,1607377431,CHL
7330671,152,CHI4955,4955,"02 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Los Lagos",Llanquihue,"Puerto Montt","Puerto Montt",-41.4693,-72.9424,1,"El Llanquihue",Subnational,"On 2 December 2020, in Puerto Montt, Los Lagos region, residents protested against delays in the police investigation for a case of disappearance. The victim never returned home after a work-day. Family and other citizens marched to demand justice. [size=no report]",0,1607377430,CHL
7330672,152,CHI4954,4954,"02 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Los Lagos",Llanquihue,"Puerto Montt","Isla Maillen",-41.5748,-72.9954,1,"El Llanquihue",Subnational,"On 2 December 2020, in Isla Maillen, Los Lagos region, residents protested against delays in the police investigation for a case of disappearance. The victim never returned home after a work-day. Citizens organized a candle vigil to demand justice. [size=no report]",0,1607377430,CHL
7330512,152,CHI4953,4953,"02 December 2020",2020,1,Battles,"Armed clash","Indigenous Militia (Chile)",,4,"Police Forces of Chile (2018-)",,1,14,"South America",Chile,Araucania,Malleco,Ercilla,Ercilla,-38.0632,-72.3743,2,"Biobio Chile",National,"On 2 December 2020, in the rural area of Ercilla, Araucania region, clashes between police forces and suspected indigenous militiamen were reported. The police unit answered a call for domestic violence when the group was ambushed. There have been several attacks in the Araucania region perpetrated by indigenous groups who demand land rights. No fatalities or injured were reported.",0,1607377428,CHL
7330789,152,CHI4956,4956,"02 December 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Farmers (Chile)",6,,,0,60,"South America",Chile,"Arica y Parinacota",Arica,Arica,"San Miguel de Azapa",-18.5181,-70.1767,2,"La Estrella Arica",Subnational,"Around 2 December 2020, in the rural area of San Miguel de Azapa, Arica y Parinacota region, farmers and residents protested against the misappropriation of a plot of land. The group took the property and demanded to revoke the ownership to proceed with the construction of a park and a school in the area, as it was planned. [size=no report]",0,1607377431,CHL
7330791,152,CHI4957,4957,"02 December 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,Antofagasta,Antofagasta,Taltal,Taltal,-25.4066,-70.4799,1,"La Estrella Del Loa",Subnational,"Around 2 December 2020 (as reported), in Taltal, Antofagasta, citizens protested over a case of medical malpractice in a case of a 7-year-old child. The group gathered near the tribunal to demand justice for the victim who died followed a missed diagnosis by local doctors. [size=no report]",0,1607377431,CHL
7330829,152,CHI4951,4951,"01 December 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile); NO+AFP: No More AFP",6,,,0,60,"South America",Chile,Valparaiso,"San Antonio","San Antonio","San Antonio",-33.5947,-71.6075,1,"Lider San Antonio",Subnational,"Around 1 December 2020, in San Antonio, Valparaiso, people and members of the No+AFP staged a protest. Protesters showed their support for the approval of a bill that would allow workers to receive again a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic.[size=no report]",0,1607377431,CHL
7330624,152,CHI4950,4950,"01 December 2020",2020,1,Protests,"Protest with intervention","Protesters (Chile)","Labour Group (Chile)",6,"Police Forces of Chile (2018-)",,1,16,"South America",Chile,"Los Lagos",Osorno,Osorno,Osorno,-40.574,-73.1335,1,"El Austral Temuco",National,"On 1 December 2020, in Osorno, Los Lagos region, nearly 50 store and restaurant owners protested over shutdown regulations due to the coronavirus pandemic. The group claimed the temporary closure of restaurants and local stores affected their income. The group gathered to march towards the main square to demand the end of quarantine measures. Police stopped the protest and arrested 14 people. [size=nearly 50]",0,1607377429,CHL
7330511,152,CHI4947,4947,"01 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Health Workers (Chile); FENATS: National Federation of Health Workers",6,,,0,60,"South America",Chile,Biobio,Concepcion,Concepcion,Concepcion,-36.827,-73.0498,1,"Biobio Chile",Subnational,"On 1 December 2020, in Concepcion, Biobio region, health workers and workers affiliated to FENATS protested against the dismissal of nearly 100 of their co-workers. The group gathered to demand the reintegration of the workers and improvements in their work contracts. [size=no report]",0,1607377428,CHL
7330514,152,CHI4952,4952,"01 December 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,"Santiago Centro",Santiago,-33.4569,-70.6483,1,"Biobio Chile",National,"On 1 December 2020, in Santiago, Metropolitana, a group of street sellers and informal workers demonstrated against the lack of space assigned to sell their products. The group demanded a system to assign them spaces to work. Clashes between police forces and demonstrators were reported when the latter blocked a nearby avenue with barricades. Police forces used tear gas and water cannons. One person was injured. [size=no report]",0,1607377428,CHL
7330524,152,CHI4948,4948,"01 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,Atacama,Copiapo,Copiapo,Copiapo,-27.3668,-70.3314,1,Chanarcillo,Subnational,"On 1 December 2020, in Copiapo, Atacama region, citizens protested to demand the release of people arrested during the political unrest of 2019. Family and friends gathered near the tribunal to demand the release of the prisoners. [size=no report]",0,1607377428,CHL
7330786,152,CHI4946,4946,"01 December 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Arica y Parinacota",Arica,Arica,Arica,-18.4746,-70.2979,1,"La Estrella Arica",Subnational,"Around 1 December 2020, in Arica, Arica y Parinacota, a group of citizens protested over poor infrastructure in their neighborhood. Residents demanded improvements in the street pavement and sewage system. The group gathered with black flags and blocked the streets for several hours. [size=no report]",0,1607377431,CHL
7330790,152,CHI4949,4949,"01 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Biobio,Arauco,Curanilahue,Curanilahue,-37.4762,-73.3412,1,"La Estrella Concepcion",Subnational,"On 1 December 2020, in Curanilahue, Biobio region, store and restaurant owners protested over shutdown regulations due to the coronavirus pandemic. The group claimed the temporary closure of restaurants and local stores affected their income. The group organized a motorcade through the city to demand the end of quarantine measures. [size=no report]",0,1607377431,CHL
7330673,152,CHI4945,4945,"30 November 2020",2020,2,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,"Los Lagos",Llanquihue,"Puerto Montt","Puerto Montt",-41.4693,-72.9424,1,"El Llanquihue",Subnational,"Around 30 November 2020, in Puerto Montt, Los Lagos, a group of 40 store and restaurant owners protested over shutdown regulations due to the coronavirus pandemic. The group claimed the temporary closure of restaurants and local stores affected their income. The group gathered and traveled by bus to Santiago to deliver a letter demanding the end of quarantine measures in their communes. [size=40]",0,1607377430,CHL
7330454,152,CHI4944,4944,"30 November 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,Metropolitana,Santiago,"Las Condes","Las Condes",-33.3667,-70.4969,1,"24 Horas (Chile); Biobio Chile",National,"On 30 November 2020, in Las Condes, Metropolitana region, at least 12 people from Penalolen protested over a housing crisis in the commune. The group demanded their right to decent housing and called for the construction of more social housing projects. Protesters blocked a street for several hours.[size=at least 12]",0,1607377428,CHL
7330787,152,CHI4943,4943,"30 November 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,"Arica y Parinacota",Arica,Arica,Arica,-18.4746,-70.2979,1,"La Estrella Arica",Subnational,"On 30 November 2020, in Arica, Arica y Parinacota, citizens protested against delays in ongoing investigations of human rights abuses and police brutality incidents in the country. The group gathered near the tribunal to demand justice for the victims. [size=no report]",0,1607377431,CHL
7330623,152,CHI4942,4942,"28 November 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,"Los Rios",Ranco,"La Union","La Union",-40.2931,-73.0816,1,"El Austral Osorno",National,"On 28 November 2020, in La Union, Los Rios region, nearly 60 store and restaurant owners protested over shutdown regulations due to the coronavirus pandemic. The group claimed the temporary closure of restaurants and local stores affected their income. The group protested during an inaugural ceremony carried out by local authorities and demanded the end of quarantine measures. [size=nearly 60]",0,1607377429,CHL
7314689,152,CHI4933,4933,"27 November 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)",,6,,,0,60,"South America",Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,AFP,International,"On 27 November 2020, in Antofagasta, Antofagasta region, people protested to demand the release of people arrested during the political unrest of 2019. The group also demonstrated against the announcement of the government to prevent the approval of a bill that would allow workers to receive again a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1606779501,CHL
7409160,152,CHI4939,4939,"27 November 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile); Civilians (Chile); Journalists (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,"Santiago Centro",Santiago,-33.4569,-70.6483,1,"La Nacion (Chile); 24 Horas (Chile)",National,"On 27 November 2020, in Santiago, Metropolitana, people staged an anti-government demonstration. Groups of demonstrators blocked the traffic and threw stones at police officers. Police forces attempted to disperse the group with tear gas and water cannons and arrested 25 people. Groups haves been demonstrating during the week against the government announcement to prevent the approval of a bill that would allow workers to receive again a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Additionally, the group demanded the release of the demonstrators arrested during the political unrest of 2019. A journalist that was covering the demonstrations reported severe burned injuries caused by the liquid of the water cannons used by police forces to disperse demonstrators. The victim required medical treatment for his injuries. [size=no report]",0,1607982440,CHL
7314712,152,CHI4936,4936,"27 November 2020",2020,1,"Violence against civilians",Attack,"Mapuche Indigenous Militia (Chile)",,4,"Civilians (Chile)","Labour Group (Chile)",7,47,"South America",Chile,Araucania,Cautin,Temuco,Labranza,-38.7645,-72.7556,1,"Biobio Chile",National,"On 27 November 2020, in Labranza, Araucania region, a group of at least 6 suspected indigenous militiamen set fire to the model homes and sales offices of a housing project. Perpetrators raided the area, attacked the guards, and subsequently burned the building. Pamphlets connecting the attack to Mapuche indigenous people were found in the area. No injuries were reported.",0,1606779501,CHL
7315039,152,CHI4938,4938,"27 November 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,,,0,50,"South America",Chile,Metropolitana,Cordillera,"Puente Alto","Puente Alto",-33.6183,-70.5899,1,"La Nacion (Chile)",National,"On 27 November 2020, in Puente Alto, Metropolitana, people staged an anti-government demonstration. This week groups demonstrated against the government announcement to prevent the approval of a bill that would allow workers to receive again a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Additionally, the group demanded the release of the demonstrators arrested during the political unrest of 2019. There were reports of violence but no specific episode was mentioned. [size=no report]",0,1606779503,CHL
7314842,152,CHI4935,4935,"27 November 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Labour Group (Chile)",6,,,0,60,"South America",Chile,Coquimbo,Elqui,"La Serena","La Serena",-29.9045,-71.2489,1,"El Dia (Chile)",National,"On 27 November 2020, in La Serena, Coquimbo region, for the third consecutive day, a group of street sellers and informal workers demonstrated against the lack of space assigned to sell their products. The group demanded a formal system to assign them spaces to work. [size=no report]",0,1606779502,CHL
7314628,152,CHI4934,4934,"27 November 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Biobio,Concepcion,Concepcion,Concepcion,-36.827,-73.0498,1,"La Estrella Concepcion; Biobio Chile; El Sur",Subnational,"On 27 November 2020, in Concepcion, Biobio region, nearly 200 people demonstrated to demand the release of people arrested during the political unrest of 2019. The group also demonstrated against the announcement of the government to prevent the approval of a bill that would allow workers to receive again a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Clashes between police forces and demonstrators occurred as demonstrators built barricades across the streets. Police used water cannons and tear gas against the group. [size=nearly 200]",0,1606779501,CHL
7314630,152,CHI4940,4940,"27 November 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Women (Chile); PDC: Christian Democratic Party; Labour Group (Chile)",6,,,0,60,"South America",Chile,Metropolitana,Santiago,"Santiago Centro",Santiago,-33.4569,-70.6483,1,"La Nacion (Chile); 24 Horas (Chile)",National,"On 27 November 2020, in Santiago, Metropolitana region, a group of women protested against delays in the child support payments. In the wake of the approval of a bill that would allow a second retirement of a percentage of the pension funds to face the economic crisis amid the coronavirus pandemic back, the group demanded transfer of money. A member of the political party DC participated in the event. [size=no report]",0,1606779501,CHL
7314631,152,CHI4941,4941,"27 November 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)","Labour Group (Chile)",5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,1,"Biobio Chile; AFP",National-International,"On 27 November 2020, in Valparaiso, Valparaiso region, nearly 200 people staged an anti-government demonstration. Groups of demonstrators blocked the traffic and threw stones at police officers. Police forces attempted to disperse the group with tear gas and water cannons. The reason for the demonstration was not mentioned, but during the week groups have been demonstrating against the government announcement to prevent the approval of a bill that would allow workers to receive again a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. Additionally, citizens demanded the release of the demonstrators arrested during the political unrest of 2019. [size=nearly 200]",0,1606779501,CHL
7314665,152,CHI4937,4937,"27 November 2020",2020,1,Riots,"Violent demonstration","Rioters (Chile)",,5,"Police Forces of Chile (2018-)",,1,15,"South America",Chile,Metropolitana,Santiago,Providencia,Providencia,-33.4311,-70.6045,1,"24 Horas (Chile)",National,"On 27 November 2020, in Providencia, Metropolitana, people staged an anti-government demonstration. Groups of demonstrators blocked the traffic and threw stones at police officers. Police forces attempted to disperse the group with tear gas and water cannons and arrested 25 people. The reason for the demonstration was not mentioned but this week groups demonstrated against the government announcement to prevent the approval of a bill that would allow workers to receive again a percentage of their pension retirement fund to face the economic crisis amid the coronavirus pandemic. [size=no report]",0,1606779501,CHL
7314713,152,CHI4929,4929,"26 November 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Health Workers (Chile); CONFUSAM: National Confederation of Municipal Health Officials of Chile; FENATS: National Federation of Health Workers",6,,,0,60,"South America",Chile,Metropolitana,Santiago,Providencia,Providencia,-33.4311,-70.6045,1,"Biobio Chile",National,"On 26 November 2020, in Providencia, Metropolitana region, health workers affiliated to CONFUSAM and FENATS protested in the context of a national strike against cuts from the health budget. The group marched to demand improvements in the workplace policies for health workers. Protesters also rejected the excessive workload amid the coronavirus pandemic and demanded the hiring of more health workers in public hospitals. Protesters joined a national strike. [size=no report]",0,1606779501,CHL
7314717,152,CHI4932,4932,"26 November 2020",2020,1,Protests,"Peaceful protest","Protesters (Chile)","Health Workers (Chile); CONFUSAM: National Confederation of Municipal Health Officials of Chile; FENATS: National Federation of Health Workers",6,,,0,60,"South America",Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.036,-71.6296,3,"Biobio Chile",National,"On 26 November 2020, in the Valparaiso region (coded to Valparaiso), health workers affiliated to CONFUSAM and FENATS protested in the context of a national strike against cuts from the health budget. The group marched to demand improvements in the workplace policies for health workers. Protesters also rejected the excessive workload amid the coronavirus pandemic and demanded the hiring of more health workers in public hospitals. Protesters joined a national strike. [size=no report]",0,1606779501,CHL
